날짜,시간,index,시가,고가,저가,종가,전일대비,거래량,거래대금,누적체결매도수량,누적체결매수수량,상장주식수,시가총액,외국인주문한도수량,외국인주문가능수량,외국인현보유수량,외국인현보유비율,수정주가일자,수정주가비율,기관순매수량,기관누적순매수량,등락주선,등락비율,예탁금,주식회전율,거래성립률
20221129,910,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,909,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,908,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,907,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,906,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,905,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,904,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,903,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,902,,,,,,,,,,,,,,,,,,,,,,,,,
20221129,901,,,,,,,,,,,,,,,,,,,,,,,,,
20221121,1530,,,,,,,,,,,,,,,,,,,,,,,,,
20221121,1520,,,,,,,,,,,,,,,,,,,,,,,,,
20221121,1519,,,,,,,,,,,,,,,,,,,,,,,,,
20221121,1518,,,,,,,,,,,,,,,,,,,,,,,,,
20221121,1517,,,,,,,,,,,,,,,,,,,,,,,,,
20221121,1516,,,,,,,,,,,,,,,,,,,,,,,,,
20221121,1515,,,,,,,,,,,,,,,,,,,,,,,,,
20221121,1514,,,,,,,,,,,,,,,,,,,,,,,,,
20221121,1513,,,,,,,,,,,,,,,,,,,,,,,,,
20221121,1512,,,,,,,,,,,,,,,,,,,,,,,,,
20221121,1511,,,,,,,,,,,,,,,,,,,,,,,,,
20221121,1510,,,,,,,,,,,,,,,,,,,,,,,,,
20221121,1509,,,,,,,,,,,,,,,,,,,,,,,,,
20221121,1508,,,,,,,,,,,,,,,,,,,,,,,,,
20221121,1507,,,,,,,,,,,,,,,,,,,,,,,,,
20221121,1506,,,,,,,,,,,,,,,,,,,,,,,,,
20221121,1505,,,,,,,,,,,,,,,,,,,,,,,,,
20221121,1504,,,,,,,,,,,,,,,,,,,,,,,,,
